0.880920,-0.605628,1.000000
0.650405,-0.668489,1.000000
0.329769,-0.727061,1.000000
0.104745,-0.754564,1.000000
-0.012417,-0.766212,1.000000
-0.104487,-0.771587,1.000000
-0.164286,-0.712016,1.000000
-0.176225,-0.619354,1.000000
-0.113003,-0.490225,1.000000
-0.061246,-0.367320,1.000000
-0.025914,-0.268506,1.000000
-0.011789,-0.197680,1.000000
-0.007462,-0.147209,1.000000
-0.007185,-0.110932,1.000000
-0.004340,-0.083358,1.000000
-0.003956,-0.064044,1.000000
-0.004431,-0.050100,1.000000
-0.007859,-0.032607,1.000000
-0.009958,-0.019502,1.000000
-0.011288,-0.006896,1.000000
-0.012000,0.002048,1.000000
-0.010611,0.007279,1.000000
-0.008269,0.011865,1.000000
-0.006471,0.015043,1.000000
-0.005522,0.016800,1.000000
-0.004992,0.017706,1.000000
-0.004670,0.018087,1.000000
-0.004450,0.018140,1.000000
-0.004817,0.018528,1.000000
-0.005089,0.018855,1.000000
-0.005154,0.018960,1.000000
-0.005108,0.018871,1.000000
-0.005469,0.020847,1.000000
-0.005800,0.023252,1.000000
-0.005845,0.024684,1.000000
-0.005745,0.025394,1.000000
-0.005581,0.025586,1.000000
-0.005391,0.025421,1.000000
-0.003807,0.024889,1.000000
-0.001834,0.024590,1.000000
-0.000624,0.023924,1.000000
0.000886,0.023702,1.000000
0.002351,0.023616,1.000000
0.003155,0.023165,1.000000
0.003709,0.022275,1.000000
0.004398,0.020608,1.000000
0.004621,0.019235,1.000000
0.004594,0.018126,1.000000
0.004442,0.017236,1.000000
0.004235,0.016514,1.000000
0.004011,0.015919,1.000000
0.003788,0.015415,1.000000
0.003575,0.014977,1.000000
0.003376,0.014584,1.000000
0.003188,0.014226,1.000000
0.003014,0.013891,1.000000
0.005398,0.014841,1.000000
0.007833,0.015585,1.000000
0.010046,0.016386,1.000000
0.010859,0.015477,1.000000
0.011208,0.014589,1.000000
0.011301,0.013874,1.000000
0.011227,0.013293,1.000000
0.011042,0.012810,1.000000
0.010787,0.012404,1.000000
0.011112,0.012033,1.000000
0.012698,0.011580,1.000000
0.014020,0.011125,1.000000
0.015068,0.010689,1.000000
0.015881,0.010284,1.000000
0.016592,0.009874,1.000000
0.017466,0.009586,1.000000
0.017962,0.009480,1.000000
0.018298,0.009358,1.000000
0.018970,0.009676,1.000000
0.019796,0.010184,1.000000
0.020419,0.010507,1.000000
0.020867,0.010697,1.000000
0.021166,0.010787,1.000000
0.021340,0.010804,1.000000
0.022884,0.010627,1.000000
0.024236,0.010468,1.000000
0.025262,0.010336,1.000000
0.026019,0.010221,1.000000
0.026555,0.010111,1.000000
0.026907,0.010002,1.000000
0.027444,0.010174,1.000000
0.029172,0.011454,1.000000
0.030498,0.012345,1.000000
0.031629,0.013058,1.000000
0.032151,0.013404,1.000000
0.032487,0.013634,1.000000
0.032668,0.013773,1.000000
0.032705,0.013834,1.000000
0.032613,0.013827,1.000000
0.032400,0.013761,1.000000
0.032081,0.013644,1.000000
0.031666,0.013482,1.000000
0.031163,0.013281,1.000000
0.030585,0.013046,1.000000
0.029941,0.012780,1.000000
0.029238,0.012489,1.000000
0.028485,0.012174,1.000000
0.027690,0.011841,1.000000
0.026858,0.011491,1.000000
0.025998,0.011129,1.000000
0.025115,0.010755,1.000000
0.024214,0.010373,1.000000
0.023300,0.009984,1.000000
0.022379,0.009592,1.000000
0.021455,0.009197,1.000000
0.020532,0.008802,1.000000
0.019614,0.008408,1.000000
0.018591,0.008041,1.000000
0.017208,0.007748,1.000000
0.015944,0.007403,1.000000
0.014782,0.007025,1.000000
0.013708,0.006632,1.000000
0.012590,0.006145,1.000000
0.011526,0.005654,1.000000
0.010551,0.005198,1.000000
0.009656,0.004772,1.000000
0.008835,0.004377,1.000000
0.008081,0.004012,1.000000
0.007388,0.003673,1.000000
0.006751,0.003360,1.000000
0.006166,0.003072,1.000000
0.005630,0.002805,1.000000
0.005149,0.002572,1.000000
0.004766,0.002408,1.000000
0.004404,0.002244,1.000000
0.004062,0.002081,1.000000
0.003740,0.001923,1.000000
0.003435,0.001769,1.000000
0.003148,0.001623,1.000000
0.002878,0.001484,1.000000
0.002625,0.001351,1.000000
0.002388,0.001227,1.000000
0.002166,0.001110,1.000000
0.001960,0.001002,1.000000
0.001768,0.000900,1.000000
0.001589,0.000806,1.000000
0.001425,0.000720,1.000000
0.001273,0.000640,1.000000
0.001133,0.000566,1.000000
0.001004,0.000499,1.000000
0.000888,0.000438,1.000000
0.000780,0.000382,1.000000
0.000681,0.000331,1.000000
0.000593,0.000285,1.000000
