0.303668,7.020605,1.099553,-0.014425
0.303013,7.019320,1.099553,-0.043952
0.301019,7.015407,1.099270,-0.073479
0.297692,7.008880,1.098322,-0.103005
0.293036,6.999770,1.096331,-0.132721
0.287035,6.988086,1.093155,-0.162437
0.279678,6.973874,1.088520,-0.192153
0.270944,6.957189,1.082158,-0.221894
0.260720,6.937959,1.075076,-0.251634
0.248956,6.916204,1.067343,-0.281374
0.235596,6.891948,1.059030,-0.310361
0.220536,6.865136,1.052054,-0.339348
0.203783,6.835791,1.046838,-0.368334
0.185378,6.803938,1.043803,-0.392561
0.165636,6.770011,1.042918,-0.416787
0.144648,6.734015,1.044473,-0.441014
0.122531,6.695947,1.048758,-0.457042
0.099852,6.656524,1.056277,-0.473071
0.076797,6.615741,1.067235,-0.489100
0.053577,6.573595,1.081829,-0.497546
0.030713,6.530622,1.099000,-0.505992
0.008360,6.486812,1.118812,-0.514438
-0.013320,6.442159,1.141329,-0.523000
-0.034244,6.396469,1.165476,-0.523000
-0.053972,6.350492,1.190874,-0.523000
-0.072501,6.304090,1.216633,-0.523000
-0.089829,6.257227,1.242393,-0.523000
-0.105944,6.209934,1.268152,-0.523000
-0.120836,6.162241,1.293912,-0.523000
-0.134494,6.114179,1.319671,-0.523000
-0.146910,6.065783,1.345431,-0.523000
-0.158075,6.017082,1.371190,-0.523000
-0.167982,5.968110,1.396950,-0.523000
-0.176624,5.918899,1.422709,-0.523000
-0.183996,5.869482,1.448469,-0.523000
-0.190093,5.819890,1.474229,-0.523000
-0.194910,5.770159,1.499988,-0.523000
-0.198445,5.720321,1.525748,-0.523000
-0.200695,5.670407,1.551507,-0.523000
-0.201659,5.620452,1.577267,-0.523000
-0.201336,5.570489,1.603026,-0.523000
-0.199726,5.520551,1.628786,-0.523000
-0.196830,5.470671,1.654545,-0.523000
-0.192650,5.420882,1.680305,-0.523000
-0.187190,5.371217,1.706064,-0.523000
-0.180452,5.321710,1.731824,-0.523000
-0.172441,5.272392,1.757583,-0.523000
-0.163163,5.223297,1.783343,-0.523000
-0.152623,5.174457,1.809102,-0.523000
-0.140828,5.125905,1.834862,-0.523000
-0.127787,5.077672,1.860621,-0.523000
-0.113508,5.029792,1.886381,-0.523000
-0.098001,4.982296,1.912140,-0.523000
-0.081253,4.935153,1.937546,-0.523000
-0.063291,4.888391,1.962597,-0.523000
-0.044138,4.842034,1.987294,-0.523000
-0.023733,4.795908,2.010344,-0.523000
-0.002158,4.750027,2.031739,-0.523000
0.020500,4.704401,2.051470,-0.523000
0.044218,4.658919,2.068477,-0.523000
0.068849,4.613583,2.082743,-0.523000
0.094245,4.568388,2.094253,-0.523000
0.120317,4.523215,2.100693,-0.523000
0.146749,4.478093,2.102042,-0.523000
0.173220,4.433043,2.098295,-0.518708
0.199253,4.388355,2.091657,-0.514416
0.224695,4.344008,2.082186,-0.510125
0.249400,4.299985,2.069939,-0.508969
0.273415,4.255936,2.055664,-0.507813
0.296642,4.211847,2.039377,-0.506658
0.318981,4.167715,2.021099,-0.506419
0.340425,4.123356,2.001583,-0.506180
0.360913,4.078775,1.980836,-0.505941
0.380385,4.033978,1.958863,-0.505479
0.398833,3.988852,1.936606,-0.505017
0.416238,3.943414,1.914067,-0.504556
0.432582,3.897685,1.891246,-0.503183
0.447828,3.851748,1.868315,-0.501810
0.461970,3.805628,1.845276,-0.500437
0.475001,3.759349,1.822130,-0.498299
0.486903,3.712995,1.799000,-0.496161
0.497680,3.666591,1.775886,-0.494024
0.507338,3.620166,1.752789,-0.491592
0.515884,3.573724,1.730017,-0.489160
0.523340,3.527294,1.707567,-0.486728
0.529725,3.480904,1.685438,-0.488813
0.535165,3.433659,1.666609,-0.490899
0.539776,3.385674,1.651144,-0.492985
0.543690,3.337066,1.639102,-0.495973
0.547055,3.287886,1.629984,-0.498962
0.549998,3.238213,1.623841,-0.501951
0.552658,3.188124,1.620715,-0.504459
0.555175,3.137746,1.619503,-0.506967
0.557643,3.087111,1.620224,-0.509476
0.560159,3.036251,1.622897,-0.512919
0.562827,2.985088,1.626994,-0.516361
0.565721,2.933640,1.632532,-0.519804
0.568918,2.881928,1.639529,-0.523000
0.572495,2.829961,1.647333,-0.523000
0.576475,2.778067,1.655900,-0.523000
0.580895,2.726255,1.665231,-0.523000
0.585798,2.674484,1.674515,-0.523000
0.591182,2.622759,1.683754,-0.523000
0.597045,2.571082,1.692946,-0.523000
