-0.82707965,7.700719,-3.0495112,0.9623541,0.0
-0.92290735,7.6918697,-3.0495112,0.523,0.037665784
-0.9749488,7.687064,-3.0462286,0.4938408,0.07533157
-1.0239692,7.6823754,-3.0400343,0.46468163,0.11299735
-1.069903,7.6776943,-3.0313017,0.46002418,0.017509282
-1.115619,7.6726317,-3.0299592,0.45536673,-0.07797879
-1.1607347,7.6675744,-3.0358715,0.45070928,-0.17346686
-1.2048813,7.6628895,-3.0488367,0.44719696,-0.25569075
-1.2479612,7.658882,-3.067687,0.4436846,-0.3
-1.2902322,7.655752,-3.08954,0.44017228,-0.3
-1.3322265,7.6535645,-3.11122,0.43423408,-0.3
-1.3736913,7.6523046,-3.1326075,0.4282959,-0.3
-1.4146063,7.651937,3.1294827,0.4223577,-0.3
-1.4549528,7.652426,3.1086802,0.44440612,-0.20041281
-1.4984803,7.6538587,3.0939353,0.46645457,-0.10082562
-1.5448362,7.6560698,3.08611,0.48850298,-0.0012384296
-1.5936112,7.6587787,3.0860093,0.51369804,0.098420516
-1.6446536,7.6616187,3.094422,0.523,0.19807945
-1.6958739,7.6640363,3.1115754,0.523,0.2977384
-1.7458502,7.665537,3.1371465,0.523,0.39727467
-1.7940766,7.6657515,-3.1123135,0.523,0.49681094
-1.8400341,7.6644053,-3.0707676,0.523,0.5963472
-1.8831984,7.661343,-3.0218127,0.51176405,0.49638882
-1.9278758,7.6559663,-2.9811912,0.5005281,0.39643043
-1.973454,7.648592,-2.9489799,0.48929211,0.29647204
-2.0193832,7.639634,-2.9251556,0.4796179,0.1967876
-2.065322,7.6295333,-2.9095263,0.46994367,0.097103156
-2.110841,7.618776,-2.901933,0.46026945,-0.0025812865
-2.1555524,7.6078506,-2.9021308,0.45242223,-0.101067044
-2.1992793,7.5971746,-2.9097388,0.44457498,-0.1995528
-2.2416887,7.587162,-2.9244268,0.43672773,-0.29803854
-2.2824554,7.578167,-2.9458008,0.42791346,-0.3
-2.3225546,7.570214,-2.966877,0.41909915,-0.3
-2.361983,7.5632544,-2.987519,0.41028485,-0.3
-2.4007149,7.557239,-3.007727,0.40441373,-0.3
-2.4390042,7.5520825,-3.0276456,0.3985426,-0.3
-2.4768317,7.5477533,-3.0472753,0.3926715,-0.3
-2.5141783,7.5442204,-3.0666156,0.3894103,-0.3
-2.5512755,7.541434,-3.0857954,0.38614908,-0.3
-2.5881083,7.5393767,-3.1048145,0.38288787,-0.3
-2.6246622,7.5380316,-3.123673,0.38344157,-0.3
-2.661288,7.537375,3.1406264,0.38399523,-0.3
-2.6979723,7.5374107,3.1217134,0.38454893,-0.3
-2.7347026,7.538141,3.1027732,0.3787998,-0.20063749
-2.7717946,7.5395813,3.0901911,0.37305063,-0.10127499
-2.8088596,7.541488,3.083905,0.3673015,-0.0019124865
-2.8455286,7.543606,3.083788,0.3708506,0.09730705
-2.8823764,7.545738,3.0897927,0.3743997,0.19652659
-2.9190464,7.5476394,3.1019773,0.3779488,0.29574612
-2.955172,7.5490713,3.1203363,0.39059636,0.39434034
-2.9912257,7.549838,-3.137838,0.40324393,0.49293455
-3.0267494,7.5497046,-3.1060345,0.4158915,0.5915288
-3.0612502,7.548477,-3.067382,0.43122938,0.49153137
-3.099163,7.5456586,-3.0334604,0.44656727,0.391534
-3.1401994,7.541204,-3.0050583,0.46190518,0.29153663
-3.184029,7.535182,-2.9829311,0.46341798,0.19159621
-3.2289515,7.527994,-2.9682233,0.46493077,0.091655806
-3.2745554,7.5200076,-2.9611309,0.4664436,-0.008284611
-3.3204408,7.5116363,-2.961775,0.46637997,-0.10720392
-3.3660634,7.5033426,-2.970092,0.46631634,-0.20612323
-3.4110382,7.495553,-2.9859986,0.4662527,-0.3
-3.4550428,7.4886503,-3.008963,0.4681586,-0.3
-3.499375,7.482736,-3.0320215,0.4700645,-0.3
-3.5440128,7.477825,-3.0551736,0.47197038,-0.3
-3.5889335,7.4739337,-3.07842,0.4767674,-0.3
-3.6343899,7.471058,-3.1019022,0.4815644,-0.3
-3.6803594,7.4692326,-3.1256208,0.4863614,-0.3
-3.7268174,7.4684906,3.1336095,0.48817846,-0.3
-3.7734532,7.468863,3.109565,0.48999554,-0.3
-3.8202403,7.4703617,3.085431,0.4918126,-0.3
-3.867151,7.472999,3.0612078,0.49655506,-0.20031734
-3.9156563,7.476907,3.0447402,0.50129753,-0.10063467
-3.9652987,7.48173,3.0363464,0.50604004,-0.0009520054
-4.0156226,7.487046,3.036266,0.523,0.09874757
-4.0673795,7.4925175,3.0448596,0.523,0.19844714
-4.1184134,7.4974694,3.0620444,0.523,0.2981467
-4.1682477,7.501442,3.0876493,0.523,0.39781243
-4.216394,7.5040417,3.121418,0.523,0.4974782
-4.262345,7.504969,-3.1201704,0.523,0.5971439
-4.3055844,7.5040426,-3.0711582,0.523,0.49714956
-4.351439,7.5008073,-3.0295863,0.523,0.3971552
-4.3993664,7.4954166,-2.9958706,0.523,0.29716083
-4.448844,7.4881554,-2.9703476,0.523,0.19724378
-4.4993796,7.479416,-2.953266,0.523,0.09732672
-4.550512,7.469671,-2.9447956,0.523,-0.0025903345
-4.6018023,7.4594445,-2.9450214,0.5195766,-0.10118674
-4.6524987,7.449349,-2.9537687,0.5161533,-0.19978315
-4.7021976,7.439903,-2.9708412,0.5127299,-0.29837954
-4.7504926,7.4315753,-2.9959624,0.501653,-0.3
-4.7979097,7.4246206,-3.0206707,0.49057618,-0.3
-4.8444343,7.4189672,-3.0448332,0.4794993,-0.3
-4.890028,7.4145417,-3.06845,0.47325596,-0.3
-4.935119,7.4112377,-3.0917594,0.46701258,-0.3
-4.979679,7.409015,-3.1147614,0.46076924,-0.3
-5.023682,7.4078345,-3.137456,0.4579837,-0.3
-5.067435,7.4076533,3.1231723,0.4551982,-0.3
-5.110914,7.4084544,3.100752,0.4524127,-0.3
-5.1540985,7.410219,3.0784693,0.44435686,-0.2005317
-5.1975574,7.412966,3.0637174,0.43630102,-0.101063415
-5.2408333,7.4163427,3.0563807,0.4282452,-0.0015951276
-5.283502,7.4199877,3.056267,0.4306302,0.09802715
-5.3262024,7.42364,3.0632913,0.43301526,0.19764942
-5.368531,7.426961,3.077463,0.43540028,0.2972717
-5.4100757,7.429629,3.0987184,0.4598345,0.39684924
-5.4524465,7.4314466,3.1283407,0.4842687,0.4964268
-5.495024,7.432011,-3.1164029,0.5087029,0.5960043
-5.5371103,7.4309506,-3.0688102,0.523,0.49604958
-5.582985,7.427606,-3.027323,0.523,0.39609483
-5.630921,7.4221044,-2.9936924,0.523,0.29614007
-5.680398,7.414733,-2.9682546,0.523,0.1972863
-5.730915,7.4058876,-2.951169,0.523,0.098432496
-5.782021,7.396036,-2.9426029,0.523,-0.0004213035
-5.8332887,7.385698,-2.9426396,0.523,-0.07486624
-5.8844137,7.37539,-2.9491594,0.523,-0.14931118
-5.935177,7.365499,-2.962126,0.523,-0.22375612
-5.9853544,7.3563957,-2.9814677,0.523,-0.18957688
-6.0360603,7.3482065,-2.9978938,0.523,-0.15539765
-6.0871973,7.340807,-3.0113847,0.523,-0.12121841
-6.1386743,7.3340664,-3.0219252,0.523,-0.08786971
-6.1903996,7.3278465,-3.0295746,0.523,-0.054521006
-6.242295,7.322009,-3.0343246,0.523,-0.021172304
-6.2942824,7.316411,-3.03617,0.523,0.0016372263
-6.346292,7.3109074,-3.0360272,0.523,0.024446756
